FIRST,LAST,ID,BATS,TEAM,YEAR,AGE,AgeDiff,Tm,Lg,Lev,Aff,G,PA,AB,R,H,_2B,_3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,BB_Percent,K_percent,BB_K,HR_Percent,IOS
Jorge,Sequera,sequer000jor,Right,Cincinnati Reds,2018,19,1.3,Reds,DOSL,FRk,CIN,34,131,105,16,23,5,0,0,11,7,4,23,12,.219,.366,.267,.633,28,2,2,0,1,0,17.557,9.160,191.667,0.000,0.048
Mauro,Conde,conde-000mau,Right,,2016,19,-0.8,Reds,ARIZ,Rk,CIN,23,96,83,8,14,5,0,0,13,3,1,9,33,.169,.271,.229,.500,19,0,3,0,1,0,9.375,34.375,27.273,0.000,0.060
Mauro,Conde,conde-000mau,Right,,2017,20,0.2,Reds,ARIZ,Rk,CIN,16,58,44,6,6,1,0,1,4,2,1,7,22,.136,.321,.227,.549,10,1,5,2,0,0,12.069,37.931,31.818,1.724,0.091
Mauro,Conde,conde-000mau,Right,,2018,21,,,,Rk,CIN,6,10,10,2,3,1,0,0,1,0,0,0,6,.300,.300,.400,.700,4,0,0,0,0,0,0.000,60.000,0.000,0.000,0.100
Mauro,Conde,conde-000mau,Right,,2018,21,0.7,Greeneville,APPY,Rk,CIN,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,0.000,100.000,0.000,0.000,0.000
Mauro,Conde,conde-000mau,Right,,2018,21,0.5,Billings,PION,Rk,CIN,5,9,9,2,3,1,0,0,1,0,0,0,5,.333,.333,.444,.778,4,0,0,0,0,0,0.000,55.556,0.000,0.000,0.111
Cam,Duzenack,duzena000cam,Right,Arizona Diamondbacks,2017,22,1.2,Hillsboro,NORW,A-,ARI,58,255,222,43,64,16,1,3,34,8,4,18,31,.288,.353,.410,.763,91,3,8,0,7,0,7.059,12.157,58.065,1.176,0.122
Cam,Duzenack,duzena000cam,Right,Arizona Diamondbacks,2018,23,,,,A+-Rk,ARI,96,427,377,52,83,22,4,4,41,12,8,31,83,.220,.301,.332,.633,125,15,14,2,3,0,7.260,19.438,37.349,0.937,0.112
Cam,Duzenack,duzena000cam,Right,Arizona Diamondbacks,2018,23,0.7,Visalia,CALL,A+,ARI,89,399,351,49,79,20,3,4,39,12,8,30,76,.225,.310,.333,.643,117,13,14,2,2,0,7.519,19.048,39.474,1.003,0.108
Cam,Duzenack,duzena000cam,Right,Arizona Diamondbacks,2018,23,3.6,Diamondbacks,ARIZ,Rk,ARI,7,28,26,3,4,2,1,0,2,0,0,1,7,.154,.179,.308,.486,8,2,0,0,1,0,3.571,25.000,14.286,0.000,0.154
Alex,King,king--000ale,Right,Arizona Diamondbacks,2018,22,,,,Rk-A-,ARI,40,166,144,20,36,8,2,3,17,7,4,17,35,.250,.339,.396,.735,57,1,3,1,1,0,10.241,21.084,48.571,1.807,0.146
Alex,King,king--000ale,Right,Arizona Diamondbacks,2018,22,1.0,Hillsboro,NORW,A-,ARI,9,37,35,2,5,0,0,0,1,1,0,1,9,.143,.189,.143,.332,5,1,1,0,0,0,2.703,24.324,11.111,0.000,0.000
Alex,King,king--000ale,Right,Arizona Diamondbacks,2018,22,2.6,Diamondbacks,ARIZ,Rk,ARI,19,79,68,13,18,6,2,2,8,6,4,8,17,.265,.359,.500,.859,34,0,2,1,0,0,10.127,21.519,47.059,2.532,0.235
Alex,King,king--000ale,Right,Arizona Diamondbacks,2018,22,1.5,Missoula,PION,Rk,ARI,12,50,41,5,13,2,0,1,8,0,0,8,9,.317,.420,.439,.859,18,0,0,0,1,0,16.000,18.000,88.889,2.000,0.122
Luis,Cossio,cossio000lui,Left,,2017,20,1.9,Diamondbacks 1,DOSL,FRk,ARI,44,181,143,27,38,5,3,1,19,6,4,34,46,.266,.411,.364,.775,52,4,2,1,1,1,18.785,25.414,73.913,0.552,0.098
Luis,Cossio,cossio000lui,Left,,2018,21,0.5,Missoula,PION,Rk,ARI,23,77,64,4,5,1,0,0,3,0,0,11,25,.078,.224,.094,.317,6,0,1,1,0,0,14.286,32.468,44.000,0.000,0.016
Andres,Cordero,corder001and,Left,,2017,17,-1.1,Diamondbacks 2,DOSL,FRk,ARI,46,171,151,13,36,1,0,2,16,1,2,19,27,.238,.322,.285,.606,43,4,0,0,1,0,11.111,15.789,70.370,1.170,0.047
Andres,Cordero,corder001and,Left,,2018,18,,,,FRk,ARI,53,199,176,25,38,5,1,1,20,4,1,18,33,.216,.302,.273,.574,48,3,4,0,1,0,9.045,16.583,54.545,0.503,0.057
Andres,Cordero,corder001and,Left,,2018,18,0.3,Diamondbacks 1,DOSL,FRk,ARI,27,106,92,15,23,1,0,0,14,3,0,11,18,.250,.340,.261,.600,24,1,2,0,1,0,10.377,16.981,61.111,0.000,0.011
Andres,Cordero,corder001and,Left,,2018,18,0.3,Diamondbacks 2,DOSL,FRk,ARI,26,93,84,10,15,4,1,1,6,1,1,7,15,.179,.258,.286,.544,24,2,2,0,0,0,7.527,16.129,46.667,1.075,0.107
Terence,Connelly,connel003ter,Left,,2017,23,,,,Rk,ARI,24,84,71,13,25,7,1,1,16,0,0,12,15,.352,.440,.521,.962,37,4,0,0,1,0,14.286,17.857,80.000,1.190,0.169
Terence,Connelly,connel003ter,Left,,2017,23,2.2,Missoula,PION,Rk,ARI,19,65,56,11,20,7,1,1,13,0,0,8,10,.357,.431,.571,1.002,32,4,0,0,1,0,12.308,15.385,80.000,1.538,0.214
Terence,Connelly,connel003ter,Left,,2017,23,3.2,Diamondbacks,ARIZ,Rk,ARI,5,19,15,2,5,0,0,0,3,0,0,4,5,.333,.474,.333,.807,5,0,0,0,0,0,21.053,26.316,80.000,0.000,0.000
Terence,Connelly,connel003ter,Left,,2018,24,,,,A-Rk-A-,ARI,19,70,56,5,13,2,0,0,6,3,0,12,16,.232,.371,.268,.639,15,0,1,0,1,0,17.143,22.857,75.000,0.000,0.036
Terence,Connelly,connel003ter,Left,,2018,24,2.7,Kane County,MIDW,A,ARI,11,42,34,2,7,0,0,0,3,2,0,7,12,.206,.333,.206,.539,7,0,0,0,1,0,16.667,28.571,58.333,0.000,0.000
Terence,Connelly,connel003ter,Left,,2018,24,3.0,Hillsboro,NORW,A-,ARI,1,4,3,0,1,1,0,0,1,0,0,1,1,.333,.500,.667,1.167,2,0,0,0,0,0,25.000,25.000,100.000,0.000,0.334
Terence,Connelly,connel003ter,Left,,2018,24,4.6,Diamondbacks,ARIZ,Rk,ARI,7,24,19,3,5,1,0,0,2,1,0,4,3,.263,.417,.316,.732,6,0,1,0,0,0,16.667,12.500,133.333,0.000,0.053
Samuel,Colmenarez,colmen001sam,Both,Cincinnati Reds,2018,18,0.3,Reds,DOSL,FRk,CIN,42,146,127,15,27,2,1,1,7,7,4,16,40,.213,.308,.268,.576,34,0,2,0,1,0,10.959,27.397,40.000,0.685,0.055
Malik,Collymore,collym000mal,Right,,2013,18,-1.6,Cardinals,GULF,Rk,STL,19,60,57,2,13,3,0,1,3,0,1,3,23,.228,.267,.333,.600,19,1,0,0,0,0,5.000,38.333,13.043,1.667,0.105
Malik,Collymore,collym000mal,Right,,2014,19,-0.7,Cardinals,GULF,Rk,STL,54,201,177,34,59,7,8,1,34,9,5,18,43,.333,.403,.480,.883,85,4,4,0,2,0,8.955,21.393,41.860,0.498,0.147
Malik,Collymore,collym000mal,Right,,2015,20,,,,Rk,MIL,52,224,196,28,54,10,4,3,23,9,3,24,57,.276,.356,.413,.769,81,2,1,2,1,0,10.714,25.446,42.105,1.339,0.137
Malik,Collymore,collym000mal,Right,,2015,20,-0.9,Helena,PION,Rk,MIL,29,138,122,19,38,8,2,1,16,6,2,13,35,.311,.375,.434,.809,53,2,0,2,1,0,9.420,25.362,37.143,0.725,0.123
Malik,Collymore,collym000mal,Right,,2015,20,-0.6,Johnson City,APPY,Rk,STL,23,86,74,9,16,2,2,2,7,3,1,11,22,.216,.326,.378,.704,28,0,1,0,0,0,12.791,25.581,50.000,2.326,0.162
Malik,Collymore,collym000mal,Right,,2016,21,-1.8,Brevard County,FLOR,A+,MIL,59,208,192,22,32,8,0,0,4,9,1,14,84,.167,.227,.208,.435,40,4,1,1,0,0,6.731,40.385,16.667,0.000,0.041
Malik,Collymore,collym000mal,Right,,2016,21,-2.8,Sydney,AUBL,Fgn,,39,174,152,23,42,7,0,3,22,14,5,20,36,.276,.362,.382,.744,58,1,1,0,1,1,11.494,20.690,55.556,1.724,0.106
Malik,Collymore,collym000mal,Right,,2017,22,,,,A-A+,CIN,41,155,132,20,33,7,2,4,17,7,1,19,39,.250,.361,.424,.786,56,3,4,0,0,0,12.258,25.161,48.718,2.581,0.174
Malik,Collymore,collym000mal,Right,,2017,22,-0.8,Daytona,FLOR,A+,CIN,7,26,24,4,9,1,0,1,5,1,0,2,6,.375,.423,.542,.965,13,2,0,0,0,0,7.692,23.077,33.333,3.846,0.167
Malik,Collymore,collym000mal,Right,,2017,22,0.7,Dayton,MIDW,A,CIN,34,129,108,16,24,6,2,3,12,6,1,17,33,.222,.349,.398,.747,43,1,4,0,0,0,13.178,25.581,51.515,2.326,0.176
Malik,Collymore,collym000mal,Right,,2018,23,,,,A+-A-AA,CIN,57,208,192,30,52,12,2,5,30,11,3,14,66,.271,.327,.432,.759,83,3,2,0,0,0,6.731,31.731,21.212,2.404,0.161
Malik,Collymore,collym000mal,Right,,2018,23,-0.9,Pensacola,SOUL,AA,CIN,7,11,9,2,4,1,0,0,1,0,1,2,3,.444,.545,.556,1.101,5,0,0,0,0,0,18.182,27.273,66.667,0.000,0.112
Malik,Collymore,collym000mal,Right,,2018,23,0.6,Daytona,FLOR,A+,CIN,30,117,107,18,26,6,1,4,16,9,1,9,42,.243,.308,.430,.738,46,1,1,0,0,0,7.692,35.897,21.429,3.419,0.187
Malik,Collymore,collym000mal,Right,,2018,23,1.7,Dayton,MIDW,A,CIN,20,80,76,10,22,5,1,1,13,2,1,3,21,.289,.325,.421,.746,32,2,1,0,0,0,3.750,26.250,14.286,1.250,0.132
Dominique,Collie,collie000dom,Left,Arizona Diamondbacks,2017,17,-1.1,Diamondbacks 2,DOSL,FRk,ARI,37,129,102,18,25,2,3,0,6,2,3,24,34,.245,.394,.324,.717,33,1,1,2,0,0,18.605,26.357,70.588,0.000,0.079
Dominique,Collie,collie000dom,Left,Arizona Diamondbacks,2018,18,-1.4,Diamondbacks,ARIZ,Rk,ARI,31,85,71,10,9,4,0,0,4,2,2,13,22,.127,.262,.183,.445,13,0,0,1,0,0,15.294,25.882,59.091,0.000,0.056
Jorge,Sencion,sencio000jor,Right,Cincinnati Reds,2017,18,-0.1,Rojos,DOSL,FRk,CIN,37,127,118,10,21,6,0,2,13,2,1,4,55,.178,.236,.280,.516,33,0,5,0,0,0,3.150,43.307,7.273,1.575,0.102
Jorge,Sencion,sencio000jor,Right,Cincinnati Reds,2018,19,1.3,Reds,DOSL,FRk,CIN,32,123,115,19,23,7,2,2,11,1,2,2,58,.200,.252,.348,.600,40,2,6,0,0,0,1.626,47.154,3.448,1.626,0.148
Leonardo,Seminati,semina000leo,Right,Cincinnati Reds,2018,19,,,,Rk,CIN,42,150,139,15,35,2,1,4,18,0,0,7,38,.252,.295,.367,.662,51,0,2,0,1,0,4.667,25.333,18.421,2.667,0.115
Leonardo,Seminati,semina000leo,Right,Cincinnati Reds,2018,19,-0.4,Reds,ARIZ,Rk,CIN,27,105,96,12,23,1,0,3,10,0,0,6,29,.240,.298,.344,.642,33,0,2,0,0,0,5.714,27.619,20.690,2.857,0.104
Leonardo,Seminati,semina000leo,Right,Cincinnati Reds,2018,19,-1.5,Billings,PION,Rk,CIN,15,45,43,3,12,1,1,1,8,0,0,1,9,.279,.289,.419,.707,18,0,0,0,1,0,2.222,20.000,11.111,2.222,0.140
Steve,Selsky,selsky002ste,Right,,2011,21,,,,Rk,CIN,28,127,106,23,33,8,0,7,20,3,1,17,24,.311,.413,.585,.998,62,1,2,1,1,0,13.386,18.898,70.833,5.512,0.274
Steve,Selsky,selsky002ste,Right,,2011,21,0.9,Reds,ARIZ,Rk,CIN,20,89,74,17,25,6,0,6,18,3,1,12,13,.338,.432,.662,1.094,49,1,1,1,1,0,13.483,14.607,92.308,6.742,0.324
Steve,Selsky,selsky002ste,Right,,2011,21,-0.1,Billings,PION,Rk,CIN,8,38,32,6,8,2,0,1,2,0,0,5,11,.250,.368,.406,.775,13,0,1,0,0,0,13.158,28.947,45.455,2.632,0.156
Steve,Selsky,selsky002ste,Right,,2012,22,,,,A+-A,CIN,128,553,495,79,157,32,6,18,74,18,3,38,111,.317,.377,.515,.892,255,5,13,1,6,2,6.872,20.072,34.234,3.255,0.198
Steve,Selsky,selsky002ste,Right,,2012,22,-0.6,Bakersfield,CALL,A+,CIN,69,307,267,52,93,21,3,15,48,13,2,26,62,.348,.420,.618,1.038,165,3,10,0,4,2,8.469,20.195,41.935,4.886,0.270
Steve,Selsky,selsky002ste,Right,,2012,22,0.4,Dayton,MIDW,A,CIN,59,246,228,27,64,11,3,3,26,5,1,12,49,.281,.322,.395,.717,90,2,3,1,2,0,4.878,19.919,24.490,1.220,0.114
Steve,Selsky,selsky002ste,Right,,2013,23,,,,A+-AA,CIN,123,493,423,61,116,21,5,13,80,9,4,47,99,.274,.367,.440,.807,186,11,17,3,3,1,9.533,20.081,47.475,2.637,0.166
Steve,Selsky,selsky002ste,Right,,2013,23,-1.2,Pensacola,SOUL,AA,CIN,32,99,83,7,15,2,0,0,12,0,0,10,20,.181,.281,.205,.486,17,4,2,3,1,1,10.101,20.202,50.000,0.000,0.024
Steve,Selsky,selsky002ste,Right,,2013,23,0.1,Bakersfield,CALL,A+,CIN,91,394,340,54,101,19,5,13,68,9,4,37,79,.297,.388,.497,.885,169,7,15,0,2,0,9.391,20.051,46.835,3.299,0.200
Steve,Selsky,selsky002ste,Right,,2014,24,,,,AA-AAA,CIN,119,350,287,38,79,15,1,2,32,2,4,50,89,.275,.389,.355,.744,102,7,7,0,6,2,14.286,25.429,56.180,0.571,0.080
Steve,Selsky,selsky002ste,Right,,2014,24,-2.9,Louisville,IL,AAA,CIN,55,145,121,15,29,7,1,1,11,0,0,21,47,.240,.359,.339,.697,41,1,2,0,1,0,14.483,32.414,44.681,0.690,0.099
Steve,Selsky,selsky002ste,Right,,2014,24,-0.5,Pensacola,SOUL,AA,CIN,64,205,166,23,50,8,0,1,21,2,4,29,42,.301,.410,.367,.777,61,6,5,0,5,2,14.146,20.488,69.048,0.488,0.066
Steve,Selsky,selsky002ste,Right,,2015,25,-1.8,Louisville,IL,AAA,CIN,51,202,180,23,57,10,2,2,29,3,1,19,44,.317,.386,.428,.814,77,5,2,0,1,1,9.406,21.782,43.182,0.990,0.111
Steve,Selsky,selsky002ste,Right,,2016,26,,,,AAA-Rk,CIN,88,350,305,42,88,25,1,9,41,2,1,31,77,.289,.371,.466,.837,142,9,11,0,3,0,8.857,22.000,40.260,2.571,0.177
Steve,Selsky,selsky002ste,Right,,2016,26,-2.2,CIN,NL,MLB,CIN,24,54,51,9,16,2,0,2,7,1,0,2,22,.314,.340,.471,.810,24,1,0,1,0,0,3.704,40.741,9.091,3.704,0.157
Steve,Selsky,selsky002ste,Right,,2016,26,-0.5,Louisville,IL,AAA,CIN,85,339,296,40,83,24,1,9,37,2,1,29,74,.280,.363,.459,.822,136,9,11,0,3,0,8.555,21.829,39.189,2.655,0.179
Steve,Selsky,selsky002ste,Right,,2016,26,6.2,Reds,ARIZ,Rk,CIN,3,11,9,2,5,1,0,0,4,0,0,2,3,.556,.636,.667,1.303,6,0,0,0,0,0,18.182,27.273,66.667,0.000,0.111
Steve,Selsky,selsky002ste,Right,,2017,27,-1.6,BOS,AL,MLB,BOS,8,9,9,0,1,1,0,0,0,0,0,0,5,.111,.111,.222,.333,2,0,0,0,0,0,0.000,55.556,0.000,0.000,0.111
Steve,Selsky,selsky002ste,Right,,2017,27,0.3,Pawtucket,IL,AAA,BOS,79,322,297,30,64,10,0,11,39,1,1,18,97,.215,.270,.360,.630,107,5,5,0,2,0,5.590,30.124,18.557,3.416,0.145
Steve,Selsky,selsky002ste,Right,,2018,28,1.5,Louisville,IL,AAA,CIN,82,300,268,37,71,15,2,10,35,1,3,27,79,.265,.333,.448,.781,120,7,2,0,3,0,9.000,26.333,34.177,3.333,0.183
Steve,Selsky,selsky002ste,Right,,2018-19,28,-0.6,Mexicali,MXPW,FgW,,5,22,21,1,4,0,0,0,1,0,0,1,8,.190,.227,.190,.418,4,1,0,0,0,0,4.545,36.364,12.500,0.000,0.000
Victor,Ruiz,ruiz--001vic,Right,Cincinnati Reds,2017,17,-2.8,Reds,ARIZ,Rk,CIN,22,80,78,8,19,4,1,0,11,0,0,1,22,.244,.250,.321,.571,25,0,0,0,1,0,1.250,27.500,4.545,0.000,0.077
Victor,Ruiz,ruiz--001vic,Right,Cincinnati Reds,2018,18,,,,Rk,CIN,36,124,117,14,32,4,0,2,14,0,0,5,28,.274,.306,.359,.665,42,1,1,0,1,0,4.032,22.581,17.857,1.613,0.085
Victor,Ruiz,ruiz--001vic,Right,Cincinnati Reds,2018,18,-2.3,Greeneville,APPY,Rk,CIN,6,24,23,0,4,0,0,0,4,0,0,0,8,.174,.167,.174,.341,4,0,0,0,1,0,0.000,33.333,0.000,0.000,0.000
Victor,Ruiz,ruiz--001vic,Right,Cincinnati Reds,2018,18,-1.4,Reds,ARIZ,Rk,CIN,22,81,76,12,23,4,0,2,7,0,0,4,15,.303,.346,.434,.780,33,1,1,0,0,0,4.938,18.519,26.667,2.469,0.131
Victor,Ruiz,ruiz--001vic,Right,Cincinnati Reds,2018,18,-2.5,Billings,PION,Rk,CIN,8,19,18,2,5,0,0,0,3,0,0,1,5,.278,.316,.278,.594,5,0,0,0,0,0,5.263,26.316,20.000,0.000,0.000
Tra,Holmes,holmes000tra,Right,Arizona Diamondbacks,2017,20,-0.8,Hillsboro,NORW,A-,ARI,52,213,181,32,35,5,0,3,23,12,5,21,64,.193,.307,.271,.577,49,1,9,1,1,0,9.859,30.047,32.812,1.408,0.078
Tra,Holmes,holmes000tra,Right,Arizona Diamondbacks,2018,21,,,,A--A,ARI,64,277,238,39,54,13,2,4,20,28,9,24,70,.227,.331,.349,.680,83,2,13,2,0,1,8.664,25.271,34.286,1.444,0.122
Tra,Holmes,holmes000tra,Right,Arizona Diamondbacks,2018,21,-0.3,Kane County,MIDW,A,ARI,30,124,104,10,16,5,0,0,7,9,3,14,38,.154,.279,.202,.481,21,2,4,2,0,0,11.290,30.645,36.842,0.000,0.048
Tra,Holmes,holmes000tra,Right,Arizona Diamondbacks,2018,21,0.0,Hillsboro,NORW,A-,ARI,34,153,134,29,38,8,2,4,13,19,6,10,32,.284,.373,.463,.835,62,0,9,0,0,1,6.536,20.915,31.250,2.614,0.179
Jancarlos,Cintron,cintro001jan,Right,Arizona Diamondbacks,2017,22,2.2,Diamondbacks,ARIZ,Rk,ARI,46,184,169,23,44,8,5,1,22,3,3,8,16,.260,.306,.385,.691,65,2,4,1,2,0,4.348,8.696,50.000,0.543,0.125
Jancarlos,Cintron,cintro001jan,Right,Arizona Diamondbacks,2018,23,1.7,Kane County,MIDW,A,ARI,97,377,342,51,102,19,2,7,39,3,4,18,45,.298,.347,.427,.774,146,7,11,0,6,0,4.775,11.936,40.000,1.857,0.129
Jancarlos,Cintron,cintro001jan,Right,Arizona Diamondbacks,2018-19,23,-2.6,Caguas,PRWL,FgW,,1,2,2,1,1,1,0,0,0,0,0,0,0,.500,.500,1.000,1.500,2,0,0,0,0,0,0.000,0.000,0.000,0.000,0.500
Darlin,Guzman,guzman001dar,Left,Cincinnati Reds,2018,17,-0.7,Reds,DOSL,FRk,CIN,49,193,171,22,43,8,7,4,28,4,6,20,52,.251,.326,.450,.777,77,2,0,0,2,0,10.363,26.943,38.462,2.073,0.199
Cody,Decker,decker001cod,Right,Arizona Diamondbacks,2009,22,,,,Rk-A,SDP,59,252,216,48,72,22,3,15,64,0,0,25,47,.333,.413,.671,1.084,145,4,7,0,4,1,9.921,18.651,53.191,5.952,0.338
Cody,Decker,decker001cod,Right,Arizona Diamondbacks,2009,22,0.3,Fort Wayne,MIDW,A,SDP,7,24,18,2,2,1,0,0,1,0,0,6,5,.111,.333,.167,.500,3,1,0,0,0,0,25.000,20.833,120.000,0.000,0.056
Cody,Decker,decker001cod,Right,Arizona Diamondbacks,2009,22,1.8,Padres,ARIZ,Rk,SDP,52,228,198,46,70,21,3,15,63,0,0,19,42,.354,.421,.717,1.138,142,3,7,0,4,1,8.333,18.421,45.238,6.579,0.363
Cody,Decker,decker001cod,Right,Arizona Diamondbacks,2010,23,0.2,Lake Elsinore,CALL,A+,SDP,130,582,507,82,137,35,2,28,90,2,0,60,135,.270,.352,.513,.865,260,17,8,0,7,2,10.309,23.196,44.444,4.811,0.243
Cody,Decker,decker001cod,Right,Arizona Diamondbacks,2011,24,,,,AA-Rk,SDP,59,229,209,36,53,12,1,15,45,1,1,17,68,.254,.314,.536,.850,112,8,2,0,1,0,7.424,29.694,25.000,6.550,0.282
Cody,Decker,decker001cod,Right,Arizona Diamondbacks,2011,24,0.0,San Antonio,TL,AA,SDP,49,190,177,32,42,10,1,13,38,0,1,11,59,.237,.289,.525,.815,93,8,2,0,0,0,5.789,31.053,18.644,6.842,0.288
